031, 15, 161.61856619480739, 01, 360.18928069483013, 29, 423.82118199344734, 28, 179.74129859014565, 14, 186.935271050599, 02, 215.7990929669766, 16, 629.6521944689739, 17, 369.14230807950696, 03, 395.5459453681388, 07, 183.6966756247295, 13, 582.8222205309323, 12, 477.5786574180855, 06, 184.08070621080822, 38, 403.2680185188886, 10, 173.6588871811946, 04, 218.59005717866924, 05, 185.82724195595102, 11, 206.345549834012, 39, 240.32892187213318, 34, 203.41141877255433, 20, 405.84321921669806, 08, 467.7739745440998, 09, 387.8211899767186, 21, 391.6267912717743, 35, 348.8297742967086, 23, 203.97612187558923, 37, 622.2129301485353, 36, 238.49607409218024, 22, 255.84488701970832, 26, 219.28638762832972, 32, 297.0537593759921, 33, 174.14570045166857, 27, 385.5109587426517, 19, 489.56908010640024, 31, 204.67386743322209, 25, 183.24705655841117, 24, 179.29132291552315, 30, 425.87658923437226, 18, 277.51918509681957, 43, 291.07741457947014, 42, 425.94415606337316, 40, 356.69765478053574, 41, 181.20000760120573, 45, 358.5587740917899, 44, 430.32111522718657
032, 27, 166.9803087338774, 33, 348.39993525827424, 32, 114.99791124691751, 26, 107.72293892149128, 18, 371.91081911188775, 30, 264.33217726285915, 24, 355.5709102298853, 25, 462.61323696762145, 31, 479.14071166990414, 19, 133.83658611234495, 35, 370.1404417498954, 21, 121.1972307029426, 09, 112.96302822318349, 08, 360.5153433345374, 20, 104.58960223029761, 34, 526.1158162067153, 22, 109.6334511375303, 36, 118.36333117307178, 37, 627.5457049393495, 23, 124.22700047706579, 44, 345.33591596358247, 45, 374.5143452197089, 42, 104.7105671033407, 43, 335.2919258146509, 41, 116.8972624392677, 40, 117.05547222724284, 06, 484.6895488907328, 12, 118.50515854347795, 13, 112.78054377616512, 07, 430.09860408144783, 39, 593.9790426157106, 11, 525.3801213835762, 05, 111.13809073465899, 04, 114.25989671612896, 10, 129.0906696314242, 38, 389.4452575796471, 14, 375.2412762664347, 28, 491.9477764767699, 29, 306.3286738719704, 01, 107.14476803228438, 15, 335.65485391793055, 03, 132.30716120709585, 17, 365.07081221765657, 16, 527.9984808673138, 02, 259.8840089551123
033, 10, 323.02643908681716, 04, 324.99035715524707, 38, 287.870353587734, 39, 402.9720191760032, 05, 293.2373900100443, 11, 839.5767818275497, 07, 631.6444380548436, 13, 300.4836282640278, 12, 806.2738978167679, 06, 1152.4672974051457, 02, 786.0856922232416, 16, 925.6837552704066, 17, 785.3231346616684, 03, 321.07061759598497, 29, 952.8997393197759, 15, 623.3616588815084, 01, 274.91029589536697, 14, 309.9124810135009, 28, 843.9652589003057, 31, 634.4840955143214, 25, 736.8418434233957, 19, 272.059314556052, 18, 593.2221902251896, 24, 769.3695633689983, 30, 279.2450006451367, 26, 605.402832189615, 32, 907.9826635250121, 33, 288.45549938693534, 27, 790.9224586660694, 23, 867.1011391193346, 37, 307.2764756007851, 36, 309.48595589975207, 22, 500.4221878112657, 08, 817.9003675781094, 34, 303.980172350408, 20, 279.7605464262668, 21, 994.4921025811792, 35, 305.6218009110778, 09, 549.1929253776287, 45, 373.4211008142999, 44, 292.4554151087714, 40, 753.858672219346, 41, 569.509101120169, 43, 636.9719584911959, 42, 765.8452794056363
034, 45, 882.0221510714035, 44, 314.29317552340274, 40, 565.9999461259426, 41, 720.3234866906357, 43, 1039.3943897538109, 42, 704.1948691889103, 19, 692.0147659524621, 25, 675.8352512189027, 31, 253.21205817188374, 30, 603.662693987568, 24, 759.0136656404806, 18, 271.55080032921444, 32, 250.2665343218863, 26, 318.81215858952413, 27, 236.74410591911717, 33, 264.88238082029477, 37, 485.4938866795467, 23, 544.6639396740098, 22, 584.4214051571448, 36, 618.7213144487538, 20, 290.78187378598585, 34, 292.2374224051658, 08, 259.28640087327767, 09, 716.4311724069526, 35, 284.6454451645254, 21, 286.8157763430761, 38, 588.1667989861152, 04, 577.6081131085521, 10, 292.35818518016265, 11, 599.5725147391435, 05, 508.58266491613364, 39, 335.0617602072853, 13, 664.2920929131724, 07, 246.3709709355921, 06, 683.6861993873175, 12, 498.52708021689887, 16, 507.8179224608639, 02, 764.195945367831, 03, 894.2342486110308, 17, 533.1681216623257, 01, 268.61281412591956, 15, 230.67470430899675, 29, 253.01469128368544, 28, 276.3470658287374, 14, 330.2456546559141
035, 12, 147.12070286385938, 06, 505.2651195300593, 07, 723.037991401415, 13, 156.7916430266201, 05, 812.5955389538045, 11, 682.5192218641175, 39, 350.8622459488514, 38, 147.34708440271774, 10, 153.2147431966142, 04, 150.12126709755822, 28, 167.81166223706862, 14, 150.0495494338184, 15, 144.23833252005113, 01, 145.86161702775982, 29, 486.1655599710495, 17, 545.8169050137856, 03, 140.7404011107345, 02, 635.5874784785362, 16, 475.6565064609711, 44, 529.401643629688, 45, 432.6683439533877, 42, 472.8370062931645, 43, 178.10884255770847, 41, 177.12766756030706, 40, 604.7097917451148, 33, 493.0073375548924, 27, 163.11138386044516, 26, 883.4295045145584, 32, 174.34278837548518, 24, 474.4872973830222, 30, 146.59319897117075, 18, 187.70668638415611, 19, 657.6072329927738, 31, 167.10382771871474, 25, 744.7281916840919, 09, 764.0681382109234, 21, 159.2600503853216, 35, 590.5108874290959, 34, 518.358357594385, 20, 671.323324497844, 08, 178.0458093108913, 36, 778.1127700763407, 22, 784.4598045974055, 23, 426.1782732282303, 37, 138.185973028174
036, 43, 175.92427136680715, 42, 570.8820958151235, 40, 684.8534025637911, 41, 382.58570543533597, 45, 330.89552675055404, 44, 168.94141682230335, 08, 628.7678014551083, 20, 157.53042053781076, 34, 180.66950574344514, 35, 738.2827797788784, 21, 347.1685132906001, 09, 191.5389403603568, 37, 561.0279773654743, 23, 920.6916757390861, 22, 495.843943829638, 36, 196.27540755756146, 32, 703.6955567495412, 26, 191.40066245391716, 27, 181.52819458896258, 33, 532.9453514365047, 25, 655.4231905693864, 31, 425.6970108522476, 19, 172.10906404505894, 18, 178.85994929506464, 30, 1018.6965909931502, 24, 382.7918928926722, 29, 154.17674881113643, 01, 586.5834602151913, 15, 182.94193417277967, 14, 389.43847648311225, 28, 193.8943187527469, 16, 177.71976549782607, 02, 561.4547929957679, 03, 195.32359857727116, 17, 182.50524744471278, 13, 169.0591212782346, 07, 488.5263208125667, 06, 183.83357088372864, 12, 515.5014618131764, 04, 428.02249423890026, 10, 185.09064017223935, 38, 584.114853969497, 39, 409.3904294057875, 11, 772.0703877057562, 05, 173.4263642756663
037, 17, 49.44704095984818, 03, 106.36080437917751, 02, 43.772102007308504, 16, 46.02273839296437, 14, 194.35875551295848, 28, 62.614701209043055, 29, 109.45720444161317, 15, 186.79565876305392, 01, 40.15584841217764, 39, 95.11886517143114, 05, 43.210229725385815, 11, 267.32218501278896, 10, 41.071349494048235, 04, 71.30916602390853, 38, 39.99143161206429, 12, 137.54232039529828, 06, 40.54514244453051, 07, 42.132178479841635, 13, 415.5678903075833, 41, 37.140599494890225, 40, 254.88750100445372, 42, 34.06379862426687, 43, 99.2606232264056, 44, 76.00690979877443, 45, 34.387237161456866, 36, 81.37970138744811, 22, 44.4710752673091, 23, 130.93647808316302, 37, 64.36700702341564, 21, 123.07010894870578, 35, 71.17126416398096, 09, 37.96986083635204, 08, 98.63724846812947, 34, 268.64887406594863, 20, 98.29020805640415, 18, 82.28463748389396, 24, 39.4844198603961, 30, 42.7859845071752, 31, 90.81971497896475, 25, 36.01104826206662, 19, 40.416696049845655, 33, 60.26232680935201, 27, 41.89121338329919, 26, 93.46180957854001, 32, 38.724310816852935
038, 45, 344.4069787851581, 44, 599.475490301608, 40, 607.9704827675256, 41, 544.7000030222057, 43, 223.84603833238288, 42, 386.7725877054778, 31, 280.163040612262, 25, 566.2076879519002, 19, 657.3813351522455, 18, 665.1460428404949, 24, 335.8627636173716, 30, 346.8874514396468, 26, 662.1551865375782, 32, 406.2433234631913, 33, 701.1698397269861, 27, 251.30000060309686, 23, 204.97756044165646, 37, 360.35741263287883, 36, 792.7352094813828, 22, 211.73093196443614, 08, 352.0745831176659, 34, 611.1109266913112, 20, 276.24305679301455, 21, 299.02842432946574, 35, 264.23906922224296, 09, 249.4379277413106, 10, 250.58408091451187, 04, 609.5091409913801, 38, 568.3778057625871, 39, 204.74323762289438, 05, 236.39502339323514, 11, 623.4976230020137, 07, 597.4294874187221, 13, 797.7067966863788, 12, 200.67229942645776, 06, 312.47516251324106, 02, 538.7419848458408, 16, 700.7878989040776, 17, 378.9946455036029, 03, 406.1925971214596, 29, 543.7351246319286, 15, 483.4408522653291, 01, 225.6759096871904, 14, 277.7848701123937, 28, 214.84081279667328
039, 06, 148.88518925832923, 12, 432.78901205786076, 13, 153.29934664235296, 07, 755.7430414320517, 39, 154.74350863367215, 11, 134.72060893396272, 05, 651.302341764153, 04, 148.1865240578311, 10, 637.7126299769407, 38, 642.6316323890422, 14, 959.2710022660218, 28, 138.56000441336377, 29, 620.2898569139218, 01, 128.23092314939822, 15, 140.6458520510351, 03, 139.8546773767845, 17, 434.1944390059157, 16, 143.1423517685953, 02, 416.59255356510056, 44, 158.79360489458747, 45, 160.2419617527391, 42, 418.94718226615817, 43, 675.2396122422075, 41, 170.56445467944067, 40, 139.77117984319818, 27, 876.6283895465992, 33, 158.00341555256338, 32, 133.69216928443515, 26, 419.88779174587927, 18, 722.741576318284, 30, 769.4953096665757, 24, 893.0809848929935, 25, 767.5138063739182, 31, 175.22559647801697, 19, 595.933199576244, 35, 157.01843164563786, 21, 749.8109009723353, 09, 800.6828191817799, 08, 141.68963239225837, 20, 696.0074369538792, 34, 746.0017856135622, 22, 586.7453730382333, 36, 136.45569452898533, 37, 608.2645901006779, 23, 754.1363852622994
040, 29, 174.2254011911138, 01, 149.68112245800341, 15, 1207.798855254931, 14, 142.89634141723468, 28, 919.2064021551304, 16, 617.8176896585148, 02, 214.96691259428565, 03, 147.61687238963228, 17, 148.6736431746747, 13, 156.98266379676772, 07, 192.06758535367211, 06, 146.1857413511306, 12, 1247.224971557615, 04, 348.92177111832507, 10, 879.8820175848051, 38, 1477.014516535334, 39, 423.44406807055907, 11, 150.3675068203797, 05, 180.97692036598735, 08, 718.1799572812681, 20, 290.97567058891934, 34, 477.6097891914696, 35, 559.9380514514679, 21, 982.0893247050349, 09, 664.7614998435361, 37, 478.8629116180466, 23, 458.7069138169795, 22, 305.59466121377517, 36, 450.14155672756914, 32, 722.4801191835402, 26, 164.9638174774636, 27, 146.58848806629717, 33, 358.3017042770221, 25, 180.4733342990677, 31, 1403.7721896670348, 19, 202.72493520804525, 18, 145.25401436472512, 30, 163.23805900837203, 24, 160.94040334327795, 43, 1840.9488722877854, 42, 387.98725614020304, 40, 194.39855631095287, 41, 179.70271846090125, 45, 458.3258609111046, 44, 375.995468714628
